id,full_name,gender,device_type,ad_position,browsing_history,time_of_day,click,cluster,age_imputed
1148,User1148,Female,Mobile,Bottom,Education,Afternoon,1,3,25.0
7516,User7516,Female,Desktop,Side,Entertainment,Evening,0,1,40.0
3117,User3117,Female,Tablet,Bottom,Education,Afternoon,1,3,21.0
8373,User8373,Male,Desktop,Side,Entertainment,Afternoon,1,1,29.0
2021,User2021,Male,Mobile,Side,Social Media,Night,1,4,41.0
3071,User3071,Female,Desktop,Top,Entertainment,Evening,0,1,39.0
5543,User5543,Non-Binary,Desktop,Bottom,Entertainment,Afternoon,0,1,40.0
6573,User6573,Female,Desktop,Side,Entertainment,Evening,1,1,55.0
6494,User6494,Non-Binary,Mobile,Top,Social Media,Morning,0,4,42.0
2289,User2289,Female,Desktop,Bottom,Shopping,Morning,1,4,42.0
9511,User9511,Female,Desktop,Side,News,Evening,0,1,37.0
2425,User2425,Male,Tablet,Top,Entertainment,Morning,0,0,42.0
250,User250,Female,Mobile,Bottom,News,Afternoon,1,3,42.0
911,User911,Non-Binary,Desktop,Top,Entertainment,Night,1,2,32.0
112,User112,Female,Tablet,Top,Education,Evening,0,3,42.0
6287,User6287,Non-Binary,Tablet,Bottom,Entertainment,Morning,1,0,40.0
5732,User5732,Non-Binary,Tablet,Bottom,Education,Evening,1,3,42.0
4034,User4034,Male,Desktop,Top,Entertainment,Night,1,2,43.0
3375,User3375,Male,Desktop,Bottom,Education,Morning,1,2,52.0
6248,User6248,Female,Mobile,Top,Education,Evening,1,3,42.0
6132,User6132,Non-Binary,Mobile,Bottom,Entertainment,Night,0,0,40.0
7619,User7619,Male,Desktop,Side,News,Night,0,2,62.0
8373,User8373,Male,Mobile,Side,Shopping,Morning,1,4,42.0
5498,User5498,Female,Tablet,Side,Education,Evening,1,3,42.0
6683,User6683,Female,Tablet,Side,Education,Evening,1,3,42.0
9617,User9617,Female,Tablet,Side,Education,Afternoon,1,3,63.0
342,User342,Female,Mobile,Side,Education,Evening,0,3,28.0
2309,User2309,Non-Binary,Tablet,Bottom,Entertainment,Night,1,0,40.0
4634,User4634,Non-Binary,Desktop,Side,Shopping,Afternoon,0,1,40.0
992,User992,Male,Desktop,Bottom,Education,Night,0,2,40.0
3180,User3180,Male,Desktop,Bottom,Entertainment,Morning,0,2,40.0
2044,User2044,Female,Mobile,Top,News,Evening,1,3,31.0
8115,User8115,Female,Desktop,Top,Entertainment,Afternoon,1,1,20.0
8631,User8631,Female,Desktop,Top,Entertainment,Morning,1,2,40.0
6467,User6467,Non-Binary,Desktop,Side,Entertainment,Morning,1,2,40.0
3854,User3854,Male,Tablet,Bottom,Social Media,Afternoon,1,4,42.0
9504,User9504,Male,Mobile,Top,Shopping,Morning,1,4,42.0
9855,User9855,Male,Desktop,Bottom,News,Morning,1,2,40.0
228,User228,Male,Mobile,Top,Social Media,Evening,1,4,46.0
5579,User5579,Non-Binary,Mobile,Side,Shopping,Evening,1,4,42.0
4325,User4325,Male,Tablet,Side,Shopping,Morning,0,4,42.0
4140,User4140,Female,Mobile,Top,Education,Evening,0,3,42.0
4848,User4848,Female,Desktop,Bottom,Entertainment,Night,1,2,40.0
3641,User3641,Female,Desktop,Bottom,Entertainment,Night,1,2,33.0
5756,User5756,Female,Tablet,Top,Shopping,Afternoon,1,3,51.0
3343,User3343,Non-Binary,Tablet,Top,Education,Evening,0,3,39.0
8493,User8493,Non-Binary,Mobile,Side,Entertainment,Morning,0,0,40.0
9689,User9689,Female,Desktop,Bottom,Entertainment,Afternoon,1,1,40.0
1253,User1253,Male,Desktop,Bottom,Entertainment,Morning,1,2,36.0
5198,User5198,Male,Desktop,Bottom,Education,Night,1,2,47.0
5119,User5119,Male,Desktop,Bottom,Entertainment,Morning,0,2,40.0
4742,User4742,Male,Desktop,Bottom,Entertainment,Night,1,2,31.0
4836,User4836,Female,Tablet,Side,Education,Evening,1,3,55.0
9149,User9149,Non-Binary,Mobile,Side,Entertainment,Night,1,0,24.0
1926,User1926,Female,Mobile,Bottom,Entertainment,Night,0,0,50.0
5818,User5818,Male,Tablet,Top,Social Media,Night,1,4,42.0
1914,User1914,Male,Tablet,Bottom,Entertainment,Night,1,0,42.0
1635,User1635,Female,Tablet,Top,News,Evening,1,3,54.0
7745,User7745,Female,Desktop,Top,Education,Afternoon,0,1,40.0
3908,User3908,Female,Desktop,Bottom,Entertainment,Night,1,2,50.0
3801,User3801,Non-Binary,Desktop,Side,Entertainment,Night,1,2,26.0
1935,User1935,Female,Desktop,Bottom,Entertainment,Afternoon,1,1,30.0
7941,User7941,Female,Desktop,Bottom,Entertainment,Afternoon,1,1,41.0
1606,User1606,Male,Mobile,Top,Education,Afternoon,0,3,42.0
5425,User5425,Female,Mobile,Side,Entertainment,Afternoon,1,3,42.0
9090,User9090,Male,Desktop,Side,Entertainment,Night,1,2,41.0
5301,User5301,Male,Tablet,Side,Entertainment,Night,1,0,40.0
3062,User3062,Male,Desktop,Bottom,Entertainment,Evening,1,1,34.0
1651,User1651,Non-Binary,Mobile,Side,Education,Afternoon,0,3,35.0
5912,User5912,Non-Binary,Desktop,Side,Education,Night,1,2,41.0
2346,User2346,Non-Binary,Mobile,Bottom,Entertainment,Morning,0,0,40.0
6581,User6581,Male,Mobile,Side,News,Morning,1,4,33.0
4697,User4697,Female,Mobile,Side,Entertainment,Afternoon,1,3,42.0
8701,User8701,Female,Desktop,Top,Entertainment,Evening,0,1,40.0
7661,User7661,Non-Binary,Mobile,Side,News,Night,1,0,48.0
1253,User1253,Female,Desktop,Bottom,Shopping,Morning,1,4,36.0
5324,User5324,Male,Mobile,Top,Social Media,Night,1,4,42.0
3330,User3330,Male,Desktop,Top,News,Afternoon,1,1,49.0
9420,User9420,Non-Binary,Tablet,Side,Entertainment,Morning,1,0,40.0
8937,User8937,Male,Tablet,Side,Education,Afternoon,1,3,57.0
2913,User2913,Male,Mobile,Side,Social Media,Morning,1,4,57.0
5105,User5105,Male,Tablet,Top,Entertainment,Morning,0,0,64.0
3641,User3641,Female,Tablet,Top,Entertainment,Night,1,0,33.0
5501,User5501,Non-Binary,Mobile,Bottom,Social Media,Evening,1,4,42.0
4459,User4459,Non-Binary,Desktop,Top,Entertainment,Afternoon,0,1,40.0
1704,User1704,Female,Tablet,Bottom,Shopping,Morning,1,4,61.0
5623,User5623,Male,Desktop,Side,Entertainment,Morning,1,2,53.0
9690,User9690,Non-Binary,Tablet,Side,Entertainment,Night,0,0,40.0
9550,User9550,Non-Binary,Desktop,Top,Education,Afternoon,1,1,58.0
8916,User8916,Male,Tablet,Bottom,Education,Morning,0,0,40.0
6869,User6869,Male,Desktop,Bottom,Shopping,Morning,0,4,42.0
9180,User9180,Male,Desktop,Bottom,Education,Night,0,2,52.0
8809,User8809,Male,Mobile,Side,Social Media,Morning,0,4,42.0
8726,User8726,Male,Desktop,Side,Education,Morning,1,2,62.0
9472,User9472,Male,Mobile,Side,Shopping,Evening,0,4,25.0
8972,User8972,Non-Binary,Tablet,Bottom,Entertainment,Night,0,0,40.0
7505,User7505,Female,Desktop,Top,Entertainment,Afternoon,0,1,40.0
6401,User6401,Female,Mobile,Side,Social Media,Morning,1,4,45.0
9290,User9290,Male,Desktop,Bottom,Entertainment,Night,1,2,61.0
3333,User3333,Male,Tablet,Top,Education,Evening,1,3,30.0
1127,User1127,Female,Desktop,Side,Entertainment,Afternoon,1,1,40.0
7248,User7248,Non-Binary,Mobile,Top,Social Media,Evening,1,4,42.0
6842,User6842,Female,Desktop,Side,Entertainment,Afternoon,0,1,37.0
3915,User3915,Female,Desktop,Side,Entertainment,Evening,1,1,40.0
5414,User5414,Female,Desktop,Bottom,Entertainment,Night,1,2,40.0
2174,User2174,Female,Desktop,Bottom,Entertainment,Afternoon,1,1,36.0
4254,User4254,Male,Desktop,Bottom,Entertainment,Afternoon,1,1,19.0
7670,User7670,Female,Tablet,Top,Education,Night,1,0,40.0
4661,User4661,Non-Binary,Mobile,Bottom,Entertainment,Night,0,0,40.0
412,User412,Male,Tablet,Top,News,Evening,1,3,42.0
5574,User5574,Male,Mobile,Bottom,Shopping,Morning,1,4,52.0
1905,User1905,Non-Binary,Mobile,Bottom,Education,Night,1,0,62.0
8071,User8071,Male,Desktop,Bottom,Entertainment,Morning,0,2,40.0
9842,User9842,Non-Binary,Mobile,Top,Shopping,Afternoon,1,4,43.0
3037,User3037,Male,Mobile,Side,Shopping,Morning,1,4,36.0
8906,User8906,Male,Desktop,Top,Entertainment,Night,1,2,40.0
8965,User8965,Female,Mobile,Bottom,Social Media,Evening,1,4,25.0
4539,User4539,Non-Binary,Mobile,Bottom,Entertainment,Morning,1,0,54.0
6155,User6155,Female,Tablet,Top,News,Evening,0,3,57.0
235,User235,Non-Binary,Mobile,Side,Entertainment,Morning,0,0,55.0
5980,User5980,Female,Desktop,Side,Entertainment,Morning,1,2,40.0
674,User674,Female,Tablet,Side,Entertainment,Evening,1,3,42.0
8515,User8515,Non-Binary,Mobile,Bottom,Entertainment,Morning,1,0,40.0
9766,User9766,Male,Mobile,Bottom,Shopping,Evening,1,4,42.0
9148,User9148,Non-Binary,Mobile,Bottom,Entertainment,Morning,0,0,19.0
9807,User9807,Non-Binary,Tablet,Bottom,Entertainment,Night,1,0,35.0
1805,User1805,Male,Mobile,Top,Education,Afternoon,1,3,42.0
1524,User1524,Male,Mobile,Bottom,Entertainment,Night,1,0,24.0
7064,User7064,Male,Tablet,Side,Entertainment,Night,0,0,61.0
1524,User1524,Male,Desktop,Bottom,Entertainment,Night,1,2,40.0
6193,User6193,Female,Desktop,Bottom,Shopping,Afternoon,1,1,40.0
6100,User6100,Male,Desktop,Bottom,Education,Night,1,2,40.0
8750,User8750,Female,Mobile,Top,Social Media,Morning,0,4,42.0
3352,User3352,Female,Desktop,Side,Entertainment,Night,1,2,40.0
7533,User7533,Female,Tablet,Side,Shopping,Night,0,4,42.0
7544,User7544,Female,Mobile,Top,News,Afternoon,1,3,42.0
5266,User5266,Non-Binary,Desktop,Bottom,Entertainment,Night,0,2,55.0
2156,User2156,Female,Tablet,Top,Education,Afternoon,1,3,42.0
1229,User1229,Female,Desktop,Bottom,Entertainment,Morning,0,2,22.0
4092,User4092,Male,Mobile,Top,Shopping,Night,0,4,47.0
9234,User9234,Male,Desktop,Bottom,Entertainment,Morning,1,2,40.0
9267,User9267,Male,Desktop,Top,Entertainment,Night,1,2,40.0
2973,User2973,Non-Binary,Tablet,Bottom,Entertainment,Night,1,0,40.0
170,User170,Female,Desktop,Bottom,Entertainment,Afternoon,0,1,64.0
7800,User7800,Non-Binary,Desktop,Bottom,News,Night,0,2,53.0
323,User323,Female,Desktop,Top,Education,Afternoon,0,1,40.0
8353,User8353,Female,Desktop,Bottom,Entertainment,Evening,1,1,40.0
4950,User4950,Male,Mobile,Side,Education,Evening,1,3,28.0
2173,User2173,Male,Mobile,Side,Shopping,Night,1,4,42.0
1650,User1650,Male,Desktop,Bottom,Entertainment,Morning,1,2,40.0
5217,User5217,Female,Desktop,Side,Shopping,Morning,0,4,42.0
4956,User4956,Male,Mobile,Bottom,Social Media,Morning,0,4,42.0
4228,User4228,Male,Desktop,Side,Entertainment,Morning,1,2,40.0
1401,User1401,Male,Mobile,Top,Shopping,Morning,0,4,34.0
5085,User5085,Non-Binary,Tablet,Bottom,News,Night,1,0,40.0
5526,User5526,Male,Desktop,Side,Education,Morning,0,2,20.0
674,User674,Female,Desktop,Side,Entertainment,Evening,1,1,40.0
5514,User5514,Male,Desktop,Side,Entertainment,Night,1,2,31.0
5647,User5647,Non-Binary,Tablet,Side,Entertainment,Morning,1,0,40.0
8924,User8924,Female,Tablet,Top,Education,Afternoon,0,3,36.0
4643,User4643,Male,Desktop,Top,Entertainment,Night,0,2,40.0
8491,User8491,Non-Binary,Mobile,Top,Entertainment,Morning,0,0,40.0
8361,User8361,Female,Desktop,Side,News,Afternoon,1,1,41.0
8174,User8174,Female,Mobile,Bottom,Education,Afternoon,1,3,20.0
9842,User9842,Non-Binary,Mobile,Top,Shopping,Afternoon,1,4,43.0
2339,User2339,Female,Desktop,Top,Entertainment,Afternoon,0,1,40.0
5748,User5748,Male,Desktop,Side,Entertainment,Morning,1,2,40.0
228,User228,Male,Mobile,Top,Social Media,Morning,1,4,42.0
7518,User7518,Non-Binary,Desktop,Bottom,Entertainment,Evening,1,1,40.0
4701,User4701,Male,Tablet,Top,Shopping,Morning,0,4,34.0
8666,User8666,Male,Desktop,Side,Entertainment,Night,0,2,57.0
3854,User3854,Female,Tablet,Bottom,Education,Afternoon,1,3,56.0
9146,User9146,Female,Desktop,Top,Entertainment,Afternoon,1,1,58.0
5436,User5436,Female,Desktop,Bottom,Entertainment,Afternoon,1,1,40.0
2428,User2428,Non-Binary,Tablet,Side,Entertainment,Morning,1,0,33.0
9057,User9057,Female,Desktop,Side,Entertainment,Afternoon,1,1,40.0
805,User805,Female,Desktop,Bottom,Entertainment,Evening,1,1,40.0
6893,User6893,Non-Binary,Mobile,Bottom,Entertainment,Morning,1,0,21.0
8753,User8753,Non-Binary,Tablet,Top,Entertainment,Morning,1,0,40.0
5924,User5924,Non-Binary,Tablet,Side,Education,Morning,0,0,40.0
1562,User1562,Male,Mobile,Bottom,News,Morning,0,4,51.0
9290,User9290,Female,Desktop,Bottom,Entertainment,Afternoon,1,1,61.0
2228,User2228,Female,Desktop,Bottom,Entertainment,Evening,0,1,40.0
6730,User6730,Non-Binary,Mobile,Bottom,Entertainment,Night,0,0,64.0
4804,User4804,Non-Binary,Tablet,Bottom,Education,Afternoon,0,3,42.0
8512,User8512,Non-Binary,Mobile,Top,News,Morning,0,0,40.0
3801,User3801,Non-Binary,Desktop,Bottom,Entertainment,Evening,1,1,26.0
6202,User6202,Female,Mobile,Bottom,Shopping,Night,1,4,42.0
6886,User6886,Male,Desktop,Bottom,Entertainment,Evening,1,1,43.0
2913,User2913,Non-Binary,Mobile,Side,Social Media,Morning,1,4,57.0
8965,User8965,Female,Mobile,Side,Social Media,Morning,1,4,25.0
8454,User8454,Female,Tablet,Side,Education,Evening,0,3,18.0
3951,User3951,Male,Desktop,Bottom,News,Night,0,2,40.0
5699,User5699,Male,Desktop,Top,Entertainment,Morning,1,2,19.0
2876,User2876,Non-Binary,Tablet,Bottom,Education,Morning,1,0,23.0
8252,User8252,Male,Tablet,Side,Entertainment,Night,1,0,40.0
6835,User6835,Female,Tablet,Side,Shopping,Afternoon,0,3,49.0
6193,User6193,Female,Desktop,Bottom,Shopping,Afternoon,1,1,29.0
5862,User5862,Male,Desktop,Side,News,Night,0,2,56.0
1635,User1635,Female,Tablet,Top,News,Evening,1,3,54.0
7856,User7856,Female,Desktop,Side,Entertainment,Evening,0,1,63.0
2964,User2964,Non-Binary,Mobile,Side,Entertainment,Night,1,0,40.0
7172,User7172,Non-Binary,Tablet,Bottom,Entertainment,Morning,0,0,40.0
1817,User1817,Non-Binary,Desktop,Bottom,Entertainment,Night,0,2,22.0
5921,User5921,Male,Desktop,Side,Entertainment,Morning,1,2,40.0
2788,User2788,Male,Mobile,Bottom,Social Media,Night,0,4,26.0
7670,User7670,Female,Tablet,Top,Education,Evening,1,3,54.0
8921,User8921,Male,Desktop,Top,Entertainment,Night,0,2,18.0
4483,User4483,Non-Binary,Desktop,Top,News,Night,1,2,40.0
8947,User8947,Male,Desktop,Bottom,Entertainment,Night,1,2,22.0
1529,User1529,Female,Mobile,Top,Education,Afternoon,1,3,20.0
8253,User8253,Non-Binary,Desktop,Bottom,Entertainment,Night,1,2,40.0
7322,User7322,Female,Desktop,Bottom,Social Media,Morning,1,4,42.0
7526,User7526,Non-Binary,Tablet,Bottom,Entertainment,Morning,1,0,40.0
922,User922,Female,Desktop,Bottom,Entertainment,Evening,0,1,48.0
9642,User9642,Female,Mobile,Bottom,Education,Evening,1,3,42.0
4938,User4938,Male,Desktop,Side,Social Media,Evening,1,4,42.0
3271,User3271,Male,Desktop,Top,Entertainment,Afternoon,0,1,23.0
7518,User7518,Female,Desktop,Bottom,Entertainment,Evening,1,1,40.0
8147,User8147,Female,Desktop,Top,Entertainment,Night,1,2,32.0
8837,User8837,Male,Mobile,Bottom,Social Media,Morning,0,4,42.0
7229,User7229,Non-Binary,Desktop,Top,Entertainment,Night,1,2,43.0
4361,User4361,Male,Tablet,Side,Education,Evening,1,3,29.0
2735,User2735,Male,Mobile,Bottom,Education,Evening,0,3,30.0
2782,User2782,Female,Tablet,Bottom,Entertainment,Morning,0,0,58.0
6337,User6337,Male,Mobile,Top,Social Media,Morning,1,4,42.0
4228,User4228,Male,Desktop,Side,Entertainment,Morning,1,2,40.0
6288,User6288,Non-Binary,Desktop,Bottom,News,Afternoon,1,1,61.0
9892,User9892,Female,Desktop,Side,Entertainment,Evening,1,1,40.0
7498,User7498,Male,Mobile,Side,Shopping,Morning,1,4,42.0
2023,User2023,Non-Binary,Desktop,Top,Entertainment,Morning,1,2,19.0
1722,User1722,Non-Binary,Mobile,Bottom,Education,Morning,0,0,36.0
1905,User1905,Non-Binary,Mobile,Bottom,Education,Night,1,0,40.0
5895,User5895,Non-Binary,Desktop,Side,Entertainment,Morning,0,2,40.0
9107,User9107,Non-Binary,Mobile,Bottom,Entertainment,Morning,0,0,62.0
6765,User6765,Female,Tablet,Side,Entertainment,Morning,1,0,46.0
7266,User7266,Female,Tablet,Bottom,Education,Afternoon,1,3,42.0
4620,User4620,Male,Desktop,Side,Entertainment,Night,1,2,43.0
8459,User8459,Non-Binary,Tablet,Bottom,Entertainment,Morning,1,0,38.0
3854,User3854,Male,Tablet,Side,Social Media,Afternoon,1,4,56.0
5955,User5955,Female,Tablet,Side,Education,Evening,1,3,59.0
5189,User5189,Female,Desktop,Bottom,Education,Morning,0,2,40.0
9157,User9157,Non-Binary,Mobile,Bottom,Entertainment,Morning,1,0,40.0
9954,User9954,Male,Desktop,Side,Entertainment,Night,0,2,56.0
5276,User5276,Female,Tablet,Top,Shopping,Afternoon,1,3,42.0
3060,User3060,Male,Tablet,Bottom,News,Morning,1,0,40.0
8174,User8174,Female,Mobile,Bottom,Education,Afternoon,1,3,42.0
6788,User6788,Non-Binary,Mobile,Bottom,Entertainment,Night,0,0,18.0
6959,User6959,Male,Desktop,Bottom,Entertainment,Evening,1,1,40.0
6122,User6122,Non-Binary,Mobile,Side,News,Night,0,0,40.0
68,User68,Female,Tablet,Side,News,Evening,0,3,42.0
2727,User2727,Non-Binary,Mobile,Bottom,Education,Afternoon,1,3,42.0
5832,User5832,Non-Binary,Desktop,Side,Entertainment,Night,1,2,28.0
6202,User6202,Female,Tablet,Bottom,Entertainment,Night,1,0,40.0
1638,User1638,Non-Binary,Tablet,Bottom,Education,Evening,0,3,53.0
6237,User6237,Non-Binary,Mobile,Bottom,Entertainment,Morning,1,0,32.0
2485,User2485,Non-Binary,Mobile,Bottom,News,Night,1,0,57.0
5490,User5490,Non-Binary,Mobile,Top,Education,Evening,0,3,50.0
3741,User3741,Female,Mobile,Side,Social Media,Evening,0,4,42.0
5869,User5869,Female,Desktop,Bottom,Entertainment,Evening,0,1,40.0
8774,User8774,Female,Desktop,Top,Entertainment,Evening,0,1,40.0
6438,User6438,Non-Binary,Tablet,Top,Shopping,Night,1,4,53.0
412,User412,Female,Tablet,Top,Education,Evening,1,3,42.0
1454,User1454,Female,Desktop,Top,Entertainment,Night,1,2,40.0
5421,User5421,Non-Binary,Desktop,Bottom,Entertainment,Morning,0,2,47.0
670,User670,Female,Desktop,Top,Shopping,Afternoon,1,1,22.0
4254,User4254,Male,Desktop,Bottom,Entertainment,Afternoon,1,1,19.0
1178,User1178,Male,Desktop,Bottom,Entertainment,Evening,1,1,40.0
4057,User4057,Female,Desktop,Side,Entertainment,Evening,1,1,40.0
5489,User5489,Male,Mobile,Bottom,Social Media,Evening,0,4,42.0
3915,User3915,Female,Desktop,Side,Entertainment,Evening,1,1,40.0
2272,User2272,Non-Binary,Tablet,Bottom,News,Morning,1,0,52.0
3118,User3118,Male,Mobile,Top,Education,Evening,1,3,57.0
1428,User1428,Non-Binary,Desktop,Top,Entertainment,Evening,0,1,40.0
3073,User3073,Female,Desktop,Top,Entertainment,Afternoon,0,1,40.0
7151,User7151,Non-Binary,Tablet,Side,News,Morning,1,0,40.0
2787,User2787,Female,Tablet,Top,News,Evening,0,3,32.0
6161,User6161,Female,Tablet,Top,Education,Afternoon,1,3,61.0
5193,User5193,Female,Desktop,Side,Education,Night,1,2,40.0
9527,User9527,Male,Desktop,Bottom,News,Afternoon,0,1,44.0
3335,User3335,Male,Mobile,Bottom,Entertainment,Night,1,0,24.0
4969,User4969,Female,Tablet,Side,News,Evening,0,3,62.0
1755,User1755,Non-Binary,Mobile,Side,News,Morning,1,4,42.0
1171,User1171,Female,Mobile,Bottom,Entertainment,Night,1,0,40.0
1919,User1919,Non-Binary,Tablet,Bottom,Entertainment,Night,0,0,40.0
4429,User4429,Non-Binary,Mobile,Bottom,Entertainment,Morning,1,0,34.0
4871,User4871,Male,Desktop,Side,Entertainment,Night,1,2,58.0
8339,User8339,Female,Mobile,Side,Education,Evening,0,3,41.0
9146,User9146,Female,Desktop,Top,Entertainment,Afternoon,1,1,58.0
6413,User6413,Female,Mobile,Top,Shopping,Night,0,4,42.0
9418,User9418,Female,Tablet,Side,News,Evening,1,3,20.0
8277,User8277,Female,Desktop,Side,Social Media,Morning,0,4,44.0
8606,User8606,Male,Mobile,Side,News,Night,0,0,28.0
5980,User5980,Female,Desktop,Side,Entertainment,Morning,1,2,40.0
6449,User6449,Male,Desktop,Top,Entertainment,Night,1,2,42.0
9689,User9689,Male,Desktop,Bottom,Entertainment,Night,1,2,40.0
6979,User6979,Male,Desktop,Bottom,Entertainment,Morning,0,2,62.0
1710,User1710,Female,Tablet,Side,Education,Afternoon,1,3,37.0
3330,User3330,Male,Desktop,Top,News,Afternoon,1,1,49.0
4021,User4021,Male,Desktop,Side,Entertainment,Morning,1,2,40.0
9516,User9516,Female,Desktop,Top,Entertainment,Morning,1,2,28.0
5732,User5732,Non-Binary,Desktop,Bottom,Entertainment,Night,1,2,40.0
4938,User4938,Male,Desktop,Side,Social Media,Evening,1,4,28.0
3045,User3045,Male,Mobile,Bottom,Education,Afternoon,0,3,42.0
4848,User4848,Female,Desktop,Bottom,Entertainment,Night,1,2,40.0
7750,User7750,Male,Mobile,Side,Social Media,Morning,1,4,46.0
6980,User6980,Male,Desktop,Bottom,Entertainment,Night,1,2,62.0
6063,User6063,Non-Binary,Desktop,Side,Entertainment,Night,0,2,18.0
6893,User6893,Female,Mobile,Top,Entertainment,Evening,1,3,21.0
2076,User2076,Female,Mobile,Bottom,News,Morning,0,0,18.0
9397,User9397,Female,Tablet,Top,Entertainment,Evening,1,3,19.0
2804,User2804,Female,Tablet,Bottom,Education,Evening,1,3,42.0
3245,User3245,Male,Desktop,Side,Shopping,Morning,1,4,40.0
3299,User3299,Female,Tablet,Side,Education,Evening,1,3,44.0
8522,User8522,Male,Desktop,Side,Shopping,Evening,0,4,42.0
3801,User3801,Non-Binary,Desktop,Side,Entertainment,Night,1,2,26.0
6862,User6862,Female,Tablet,Side,Education,Afternoon,1,3,42.0
9013,User9013,Male,Desktop,Bottom,Entertainment,Night,0,2,40.0
4042,User4042,Female,Desktop,Bottom,News,Night,0,2,47.0
9070,User9070,Non-Binary,Tablet,Bottom,Entertainment,Morning,1,0,40.0
58,User58,Female,Mobile,Top,Entertainment,Morning,1,0,36.0
6186,User6186,Non-Binary,Desktop,Side,Entertainment,Night,0,2,48.0
6505,User6505,Female,Tablet,Side,Education,Evening,0,3,37.0
375,User375,Non-Binary,Mobile,Side,Social Media,Evening,1,4,26.0
4836,User4836,Female,Tablet,Side,Education,Evening,1,3,55.0
674,User674,Female,Tablet,Side,Education,Evening,1,3,42.0
6116,User6116,Female,Mobile,Side,Education,Evening,0,3,42.0
5566,User5566,Non-Binary,Mobile,Bottom,Social Media,Morning,1,4,42.0
4015,User4015,Male,Tablet,Side,Education,Evening,1,3,44.0
8883,User8883,Female,Mobile,Bottom,Education,Evening,1,3,42.0
1791,User1791,Non-Binary,Tablet,Bottom,Education,Night,0,0,40.0
8253,User8253,Male,Desktop,Bottom,Entertainment,Night,1,2,57.0
606,User606,Non-Binary,Desktop,Bottom,Entertainment,Night,1,2,40.0
4429,User4429,Non-Binary,Mobile,Top,Entertainment,Morning,1,0,34.0
6475,User6475,Non-Binary,Tablet,Bottom,Education,Evening,0,3,42.0
1207,User1207,Female,Mobile,Bottom,Education,Evening,0,3,42.0
5386,User5386,Female,Mobile,Top,Education,Evening,0,3,57.0
3042,User3042,Male,Mobile,Side,Social Media,Afternoon,1,4,42.0
9397,User9397,Female,Desktop,Top,Entertainment,Evening,1,1,19.0
6015,User6015,Female,Desktop,Bottom,Education,Morning,0,2,40.0
2017,User2017,Male,Tablet,Bottom,Shopping,Evening,1,4,42.0
1910,User1910,Male,Desktop,Side,Social Media,Night,1,4,63.0
5579,User5579,Non-Binary,Mobile,Side,Shopping,Evening,1,4,42.0
9842,User9842,Non-Binary,Mobile,Side,Shopping,Afternoon,1,4,43.0
277,User277,Male,Desktop,Top,Entertainment,Afternoon,1,1,59.0
742,User742,Male,Mobile,Bottom,Shopping,Morning,0,4,21.0
5968,User5968,Female,Tablet,Side,Education,Evening,1,3,42.0
6861,User6861,Non-Binary,Tablet,Side,Entertainment,Morning,1,0,40.0
4411,User4411,Female,Desktop,Bottom,Entertainment,Morning,0,2,49.0
1937,User1937,Female,Mobile,Side,Education,Evening,0,3,26.0
7450,User7450,Male,Desktop,Side,News,Night,1,2,40.0
8710,User8710,Non-Binary,Tablet,Top,Entertainment,Night,0,0,18.0
5942,User5942,Non-Binary,Tablet,Bottom,Social Media,Morning,1,4,42.0
8252,User8252,Male,Tablet,Side,Entertainment,Night,1,0,40.0
5805,User5805,Non-Binary,Tablet,Bottom,Entertainment,Morning,0,0,29.0
8120,User8120,Female,Mobile,Side,Education,Evening,0,3,34.0
7138,User7138,Male,Tablet,Bottom,Entertainment,Night,1,0,26.0
4290,User4290,Female,Tablet,Side,Shopping,Afternoon,0,3,42.0
7450,User7450,Male,Desktop,Side,Entertainment,Night,1,2,40.0
8056,User8056,Female,Mobile,Top,Education,Afternoon,0,3,25.0
2392,User2392,Female,Tablet,Side,News,Evening,0,3,62.0
2865,User2865,Non-Binary,Tablet,Bottom,Entertainment,Night,0,0,40.0
1741,User1741,Male,Desktop,Bottom,Entertainment,Night,1,2,40.0
393,User393,Male,Desktop,Bottom,Entertainment,Morning,1,2,40.0
9136,User9136,Non-Binary,Desktop,Side,Entertainment,Afternoon,1,1,40.0
8994,User8994,Female,Mobile,Bottom,Entertainment,Morning,1,0,34.0
7962,User7962,Female,Tablet,Top,Education,Afternoon,1,3,42.0
518,User518,Male,Tablet,Bottom,Shopping,Morning,1,4,29.0
9789,User9789,Non-Binary,Tablet,Side,Entertainment,Morning,1,0,36.0
891,User891,Male,Tablet,Bottom,Social Media,Morning,0,4,43.0
6854,User6854,Non-Binary,Mobile,Bottom,Entertainment,Morning,1,0,32.0
2457,User2457,Non-Binary,Mobile,Top,Education,Evening,0,3,61.0
2156,User2156,Female,Tablet,Side,Education,Afternoon,1,3,46.0
5579,User5579,Non-Binary,Mobile,Side,Shopping,Evening,1,4,42.0
1948,User1948,Male,Mobile,Top,Education,Evening,0,3,57.0
7313,User7313,Non-Binary,Mobile,Side,Entertainment,Night,1,0,40.0
5525,User5525,Female,Tablet,Bottom,Entertainment,Morning,0,0,39.0
3323,User3323,Female,Tablet,Side,Education,Afternoon,1,3,48.0
2236,User2236,Female,Desktop,Bottom,Entertainment,Evening,0,1,59.0
8530,User8530,Female,Mobile,Top,Social Media,Morning,1,4,52.0
